"diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","autism_subtype_broad","n_genes","is_autism"
"C0265226","Hecht syndrome (disorder)","disease","C05;C10;C16;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1837245","Carney Complex Variant","disease","C04;C14;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0340978","May-Hegglin anomaly","phenotype","","Finding","Not Autism",1,FALSE
"C0398641","Epstein syndrome (disorder)","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0403445","Fechtner syndrome (disorder)","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0410005","Nodular fasciitis","disease","","Disease or Syndrome","Not Autism",2,FALSE
"C1834478","MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS","disease","C09;C10;C15;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1854520","SEBASTIAN SYNDROME","disease","C09;C10;C15;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1863659","DEAFNESS, AUTOSOMAL DOMINANT 17","disease","C09;C10;C15;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1863660","COCHLEOSACCULAR DEGENERATION","phenotype","","Finding","Not Autism",1,FALSE
"C2931716","Deafness, autosomal dominant nonsyndromic sensorineural 17","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C0392775","Cystic medial necrosis of aorta","disease","C04;C14;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1851504","Aortic aneurysm, familial thoracic 4","disease","C14;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1834460","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10","disease","C14;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1837471","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8","disease","C14;C16","Disease or Syndrome","Not Autism",1,FALSE
"C4310636","ATRIAL FIBRILLATION, FAMILIAL, 18","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3151077","AORTIC ANEURYSM, FAMILIAL THORACIC 7","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1842939","Deafness, Autosomal Dominant 48","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3279905","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1836573","GRISCELLI SYNDROME, TYPE 3","disease","C16;C17;C18;C23","Disease or Syndrome","Not Autism",2,FALSE
"C1859194","GRISCELLI SYNDROME, TYPE 1","disease","C09;C10;C16;C17;C18;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1860157","Elejalde Disease","disease","C10;C16;C17;C23","Disease or Syndrome","Not Autism",1,FALSE
"C0268312","Progressive intrahepatic cholestasis (disorder)","disease","C06","Disease or Syndrome","Not Autism",4,FALSE
"C0341306","Microvillus inclusion disease","disease","C05;C06;C10;C16;C18","Disease or Syndrome","Not Autism",2,FALSE
"C1843028","Deafness, Autosomal Recessive 37","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C2931767","Deafness, autosomal dominant nonsyndromic sensorineural 22","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3149009","DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0271097","Usher Syndrome","disease","C09;C10;C11;C16;C23","Disease or Syndrome","Not Autism",2,FALSE
"C0339534","Usher syndrome type 2","disease","","Disease or Syndrome","Not Autism",5,FALSE
"C1568247","Usher Syndrome, Type I","disease","","Disease or Syndrome","Not Autism",9,FALSE
"C1568249","Usher Syndrome, Type II","disease","C09;C10;C11;C16;C23","Disease or Syndrome","Not Autism",6,FALSE
"C1832475","Deafness, Autosomal Dominant 11","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1838701","DEAFNESS, AUTOSOMAL RECESSIVE 2","disease","C09;C10;C23","Disease or Syndrome","Not Autism",1,FALSE
"C1848638","USHER SYNDROME, TYPE IB (disorder)","disease","C09;C10;C11;C16;C23","Disease or Syndrome","Not Autism",3,FALSE
"C1848639","USHER SYNDROME, TYPE IA, FORMERLY","disease","","Disease or Syndrome","Not Autism",3,FALSE
"C1848640","USHER SYNDROME, TYPE I, FRENCH VARIETY, FORMERLY","disease","","Disease or Syndrome","Not Autism",3,FALSE
"C2931205","Usher syndrome, type 1A","disease","C09;C10;C11;C16;C23","Disease or Syndrome","Not Autism",2,FALSE
"C2931206","Usher syndrome, type 1B","disease","C09;C10;C11;C16;C23","Disease or Syndrome","Not Autism",2,FALSE
"C0018922","hemangiopericytoma","disease","C04","Neoplastic Process","Not Autism",2,FALSE
"C1266119","Solitary fibrous tumor","disease","C04","Neoplastic Process","Not Autism",2,FALSE
"C0270724","Infantile Neuroaxonal Dystrophy","disease","C10","Disease or Syndrome","Not Autism",3,FALSE
"C0338473","Neuroaxonal Dystrophies","group","C10","Disease or Syndrome","Not Autism",2,FALSE
"C0751716","Adult Neuroaxonal Dystrophy","disease","C10","Disease or Syndrome","Not Autism",2,FALSE
"C0751717","Juvenile Neuroaxonal Dystrophy","disease","C10","Disease or Syndrome","Not Autism",2,FALSE
"C0751718","Late Infantile Neuroaxonal Dystrophy","disease","C10","Disease or Syndrome","Not Autism",2,FALSE
"C1836522","Schindler Disease, Type II","disease","C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C1836544","Schindler Disease, Type I","disease","C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C1836545","Schindler Disease, Type III","disease","C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C4225306","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0398791","Nijmegen Breakage Syndrome","disease","C18","Disease or Syndrome","Not Autism",1,FALSE
"C1856245","Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II","disease","C15;C16;C20","Disease or Syndrome","Not Autism",1,FALSE
"C3151409","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, TYPE III","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0154832","Exudative retinopathy","disease","C11;C14","Disease or Syndrome","Not Autism",3,FALSE
"C0266526","Norrie disease","disease","C10;C11;C16;C23","Congenital Abnormality","Not Autism",1,FALSE
"C0266568","Persistent Hyperplastic Primary Vitreous","disease","C11;C16","Congenital Abnormality","Not Autism",3,FALSE
"C1844579","Exudative Vitreoretinopathy, Familial, X-Linked Recessive","disease","C11;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1857299","RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL","disease","C11","Congenital Abnormality","Not Autism",3,FALSE
"C2751843","Leukoencephalopathy, Cystic, Without Megalencephaly","disease","C04;C10;C23","Disease or Syndrome","Not Autism",2,FALSE
"C1850569","Nemaline Myopathy 2","disease","C05;C10","Disease or Syndrome","Not Autism",1,FALSE
"C0029124","Optic Atrophy","disease","C10;C11","Disease or Syndrome","Not Autism",4,FALSE
"C4310790","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C1843164","Charcot-Marie-Tooth disease, demyelinating, Type 1F","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C1843225","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)","disease","C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C0024507","Majewski Syndrome","disease","C05;C16","Disease or Syndrome","Not Autism",14,FALSE
"C0026363","Mohr Syndrome","disease","C05;C16","Disease or Syndrome","Not Autism",2,FALSE
"C0036996","Short Rib-Polydactyly Syndrome","disease","C05;C16","Disease or Syndrome","Not Autism",13,FALSE
"C2931889","Oral-facial-digital syndrome, type 2","disease","C05;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3809954","RETINITIS PIGMENTOSA 67","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0023806","Lipomucopolysaccharidosis","disease","C05;C10;C16;C18","Disease or Syndrome","Not Autism",2,FALSE
"C0268226","Type I Mucolipidosis","disease","C05;C10;C16;C18","Disease or Syndrome","Not Autism",2,FALSE
"C0268228","Neuraminidase 1 deficiency","disease","C05;C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C3888317","Sialidosis, type 2","disease","C05;C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C4282398","Sialidase deficiency","disease","C05;C10;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C1853371","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)","disease","C18;C19","Disease or Syndrome","Not Autism",1,FALSE
"C0027830","neurofibroma","disease","C04;C10","Neoplastic Process","Not Autism",2,FALSE
"C0027962","Melanocytic nevus","disease","C04","Neoplastic Process","Not Autism",2,FALSE
"C0162678","Neurofibromatoses","group","C04;C10;C16","Neoplastic Process","Not Autism",1,FALSE
"C0278622","Adult Malignant Peripheral Nerve Sheath Tumor","disease","","Neoplastic Process","Not Autism",1,FALSE
"C0279987","Childhood Malignant Peripheral Nerve Sheath Tumor","disease","","Neoplastic Process","Not Autism",1,FALSE
"C0553586","Cafe-au-lait macules with pulmonary stenosis","disease","C04;C10;C16","Disease or Syndrome","Not Autism",3,FALSE
"C3150928","NF1 Microdeletion Syndrome","disease","C04;C05;C10;C16;C23;F01;F03","Disease or Syndrome","Not Autism",1,FALSE
"C0027859","Acoustic Neuroma","disease","C04;C09;C10","Neoplastic Process","Not Autism",1,FALSE
"C0032229","Pleural Neoplasms","group","C04;C08","Neoplastic Process","Not Autism",2,FALSE
"C1136041","Familial Acoustic Neuroma","disease","C04;C09;C10;C16","Neoplastic Process","Not Autism",1,FALSE
"C1136042","Neuroma, Acoustic, Bilateral","disease","C04;C09;C10;C16","Neoplastic Process","Not Autism",1,FALSE
"C1136043","Schwannoma, Acoustic, Bilateral","disease","C04;C09;C10;C16","Neoplastic Process","Not Autism",1,FALSE
"C1300127","Perivascular Epithelioid Cell Neoplasms","group","C04","Neoplastic Process","Not Autism",1,FALSE
"C1335929","Schwannomatosis","disease","C04;C10;C16;C17","Neoplastic Process","Not Autism",4,FALSE
"C1527349","Ductal Breast Carcinoma","disease","","Neoplastic Process","Not Autism",1,FALSE
"C3151036","CHROMOSOME 1p32-p31 DELETION SYNDROME","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4478940","BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS","disease","","Congenital Abnormality","Not Autism",1,FALSE
"C0265211","Marshall-Smith syndrome","disease","C05;C10;C16","Disease or Syndrome","Not Autism",1,FALSE
"C3553660","SOTOS SYNDROME 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3809991","IMMUNODEFICIENCY, COMMON VARIABLE, 10","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0153392","Malignant neoplasm of nasopharynx","disease","","Neoplastic Process","Not Autism",1,FALSE
"C1846006","Ectodermal dysplasia, hypohidrotic, with immune deficiency","disease","C16;C17;C20","Disease or Syndrome","Not Autism",2,FALSE
"C2677481","Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant","disease","C16;C17;C20","Disease or Syndrome","Not Autism",1,FALSE
"C0002768","Congenital Pain Insensitivity","disease","C10;C16","Disease or Syndrome","Not Autism",6,FALSE
"C0010043","Corneal Ulcer","disease","C01;C11","Disease or Syndrome","Not Autism",2,FALSE
"C0796085","Nance-Horan syndrome","disease","C07;C11;C16","Disease or Syndrome","Not Autism",1,FALSE
"C2930878","Cataract, congenital, with microcornea or slight microphthalmia","disease","C11;C16","Congenital Abnormality; Disease or Syndrome","Not Autism",1,FALSE
"C4049005","Cataract, total congenital with posterior sutural opacities in Heterozygotes","disease","C11;C16","Congenital Abnormality","Not Autism",1,FALSE
"C0005956","Bone Marrow Diseases","group","C15","Disease or Syndrome","Not Autism",3,FALSE
"C3495537","Heterotaxy, Visceral, 5, Autosomal","disease","C14;C15;C16","Congenital Abnormality","Not Autism",2,FALSE
"C4225417","MENTAL RETARDATION, X-LINKED, SYNDROMIC 34","disease","","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C0007760","Cerebellar Diseases","group","C10","Disease or Syndrome","Not Autism",6,FALSE
"C0042035","Urination Disorders","group","C12;C13","Disease or Syndrome","Not Autism",4,FALSE
"C0476201","Axonotmesis","disease","C10;C26","Injury or Poisoning","Not Autism",2,FALSE
"C0751792","Trauma, Nervous System","group","C10;C26","Injury or Poisoning","Not Autism",2,FALSE
"C0751793","Craniocervical Injuries","group","C10;C26","Injury or Poisoning","Not Autism",2,FALSE
"C1142379","Neurotmesis","disease","C10;C26","Injury or Poisoning","Not Autism",2,FALSE
"C0003510","Aortitis Syndrome","disease","C14;C17","Disease or Syndrome","Not Autism",1,FALSE
"C0006261","Bronchial Diseases","group","C08","Disease or Syndrome","Not Autism",3,FALSE
"C0032290","Aspiration Pneumonia","disease","C08","Disease or Syndrome","Not Autism",1,FALSE
"C0036330","Schistosomiasis mansoni","disease","C03","Disease or Syndrome","Not Autism",3,FALSE
"C0042029","Urinary tract infection","group","C01;C12;C13","Disease or Syndrome","Not Autism",2,FALSE
"C0085740","Mendelson Syndrome","disease","C08","Disease or Syndrome","Not Autism",1,FALSE
"C0242497","Intestinal schistosomiasis","disease","C03","Disease or Syndrome","Not Autism",3,FALSE
"C0010073","Coronary Artery Vasospasm","disease","C14","Disease or Syndrome","Not Autism",3,FALSE
"C0018036","Hypertension, Goldblatt","disease","C12;C13;C14","Disease or Syndrome","Not Autism",1,FALSE
"C0020545","Hypertension, Renovascular","disease","C12;C13;C14","Disease or Syndrome","Not Autism",1,FALSE
"C0151636","Premature ventricular contractions","phenotype","C14;C23","Disease or Syndrome","Not Autism",1,FALSE
"C0036439","Scoliosis, unspecified","phenotype","C05","Anatomical Abnormality","Not Autism",2,FALSE
"C4014970","ADAMS-OLIVER SYNDROME 5","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0008677","Bronchitis, Chronic","disease","C08","Disease or Syndrome","Not Autism",2,FALSE
"C0027429","Nasal obstruction present finding","phenotype","C08;C09","Finding","Not Autism",1,FALSE
"C2350170","Unilateral Nasal Obstruction","disease","C08;C09","Disease or Syndrome","Not Autism",1,FALSE
"C2350171","Bilateral Nasal Obstruction","disease","C08;C09","Disease or Syndrome","Not Autism",1,FALSE
"C0917715","Hajdu-Cheney Syndrome","disease","C05;C16","Disease or Syndrome","Not Autism",1,FALSE
"C2930971","Acroosteolysis dominant type","disease","C05","Disease or Syndrome","Not Autism",1,FALSE
"C0344487","Lateral meningocele","phenotype","","Anatomical Abnormality","Not Autism",1,FALSE
"C0432284","Infantile myofibromatosis","disease","C04","Disease or Syndrome","Not Autism",2,FALSE
"C0751587","CADASIL Syndrome","disease","C10;C14;C16","Disease or Syndrome","Not Autism",2,FALSE
"C1449626","CADASILM","disease","C10;C14;C16","Disease or Syndrome","Not Autism",2,FALSE
"C1851710","LATERAL MENINGOCELE SYNDROME","disease","C10;C16;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3809084","MYOFIBROMATOSIS, INFANTILE, 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C3544321","Treatment-resistant schizophrenia","disease","","Mental or Behavioral Dysfunction","Not Autism",1,FALSE
"C0268125","Purine-nucleoside phosphorylase deficiency","disease","C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C0006309","Brucellosis","disease","C01","Disease or Syndrome","Not Autism",1,FALSE
"C0013362","Dysarthria","disease","C10;C23","Mental or Behavioral Dysfunction","Not Autism",2,FALSE
"C0029089","Ophthalmoplegia","phenotype","C10;C11;C23","Sign or Symptom","Not Autism",2,FALSE
"C0162292","External Ophthalmoplegia","disease","C10;C11;C23","Disease or Syndrome","Not Autism",2,FALSE
"C0240952","Dysarthria, Scanning","phenotype","C10;C23","Sign or Symptom","Not Autism",2,FALSE
"C0339693","Internal Ophthalmoplegia","phenotype","C10;C11;C23","Finding","Not Autism",2,FALSE
"C0454596","Dysarthria, Spastic","phenotype","C10;C23","Finding","Not Autism",2,FALSE
"C0454597","Dysarthria, Flaccid","phenotype","C10;C23","Sign or Symptom","Not Autism",2,FALSE
"C0454598","Dysarthria, Mixed","phenotype","C10;C23","Finding","Not Autism",2,FALSE
"C0751401","Ophthalmoparesis","phenotype","C10;C11;C23","Sign or Symptom","Not Autism",2,FALSE
"C1563666","Dysarthria, Guttural","phenotype","C10;C23","Sign or Symptom","Not Autism",2,FALSE
"C1850363","Niemann-Pick Disease, Nova Scotian Type","disease","C10;C15;C16;C18","Disease or Syndrome","Not Autism",1,FALSE
"C2231324","Brucellosis, Pulmonary","disease","C01","Disease or Syndrome","Not Autism",1,FALSE
"C0403553","Renal dysplasia and retinal aplasia (disorder)","disease","C10;C11;C12;C13;C16","Disease or Syndrome","Not Autism",10,FALSE
"C1846790","JOUBERT SYNDROME 4 (disorder)","disease","C10;C11;C12;C13","Disease or Syndrome","Not Autism",3,FALSE
"C1855681","Nephronophthisis, familial juvenile","disease","C12;C13","Disease or Syndrome","Not Autism",6,FALSE
"C0027721","Lipoid nephrosis","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C0403399","Finnish congenital nephrotic syndrome","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C1704320","Glomerulonephritis, Minimal Change","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C1704321","Nephrotic Syndrome, Minimal Change","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C1853124","NEPHROTIC SYNDROME, TYPE 3","disease","C12;C13","Disease or Syndrome","Not Autism",2,FALSE
"C3496337","Idiopathic Nephrotic Syndrome","disease","C12;C13","Disease or Syndrome","Not Autism",2,FALSE
"C3501848","Nephrosis, congenital","disease","C12;C13","Disease or Syndrome","Not Autism",1,FALSE
"C0206182","Lymphomatoid Papulosis","disease","C04;C15;C20","Neoplastic Process","Not Autism",2,FALSE
"C1301362","Primary Cutaneous Anaplastic Large Cell Lymphoma","disease","C04;C15;C20","Neoplastic Process","Not Autism",2,FALSE
"C0020440","Hypercapnia","phenotype","C23","Finding","Not Autism",2,FALSE
"C0541782","Atrial standstill","phenotype","","Pathologic Function","Not Autism",2,FALSE
"C2677294","Atrial Fibrillation, Familial, 6","disease","C14;C23","Disease or Syndrome","Not Autism",1,FALSE
"C3810401","ATRIAL STANDSTILL 2","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0013404","Dyspnea","phenotype","C08;C23","Sign or Symptom","Not Autism",1,FALSE
"C0085128","Cardiac Output, High","phenotype","C14;C23","Finding","Not Autism",1,FALSE
"C0242707","Ventricular Dysfunction, Right","phenotype","C14","Pathologic Function","Not Autism",1,FALSE
"C1864356","ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE","disease","C05","Disease or Syndrome","Not Autism",1,FALSE
"C2930970","Acromesomelic dysplasia Hunter-Thompson type","disease","C05;C16;C19","Congenital Abnormality","Not Autism",2,FALSE
"C4014690","EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C4225399","SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES","disease","","Disease or Syndrome","Not Autism",1,FALSE
"C0040460","Toothache","phenotype","C07;C23","Sign or Symptom","Not Autism",1,FALSE
"C0162316","Iron deficiency anemia","disease","C15;C18","Disease or Syndrome","Not Autism",4,FALSE
